CCTV Junction No.,camera_count,location,latitude,longitude,traffic_volume,average_speed,accident_count,pedestrian_density,congestion_level,weather_risk,night_time_risk,officer_present,speed_risk,traffic_volume_norm,accident_count_norm,pedestrian_density_norm,congestion_level_norm,weather_risk_norm,night_time_risk_norm,speed_risk_norm,risk_score,risk_category,risk_reason
109,2,Laxminagar chowk,21.127455779858995,79.1381262823926,3864,60,3,16,8,4,3,0,20,0.7480490523968785,0.3333333333333333,0.06741573033707865,0.7777777777777778,0.8,0.6,0.6896551724137931,51.54,MEDIUM,"Heavy traffic volume, High congestion, Weather-related risk"
110,2,Athat Rasta chowk,21.109237589179457,79.13048445430933,3522,68,2,72,4,1,1,0,28,0.6717948717948717,0.2222222222222222,0.6966292134831461,0.3333333333333333,0.2,0.2,0.9655172413793104,47.21,MEDIUM,Unsafe speed pattern
111,1,Jerlly lawn,21.134770174349654,79.07782570856891,3871,33,2,51,6,5,0,0,7,0.7496098104793757,0.2222222222222222,0.4606741573033708,0.5555555555555556,1.0,0.0,0.2413793103448276,44.32,MEDIUM,"Heavy traffic volume, Weather-related risk"
112,2,Savarkar nagar chowk,21.119346554470482,79.08869131536174,3330,46,2,51,5,5,2,0,6,0.6289855072463768,0.2222222222222222,0.4606741573033708,0.4444444444444444,1.0,0.4,0.20689655172413793,41.89,MEDIUM,Weather-related risk
113,1,Sneh nagar petrol pump,21.21156371828111,79.05985040558052,542,23,3,68,2,0,4,0,17,0.007357859531772575,0.3333333333333333,0.651685393258427,0.1111111111111111,0.0,0.8,0.5862068965517241,31.45,LOW,No major risk factors
114,1,Sneh nagar garden,21.19697444554773,79.00821424582331,1443,26,1,29,8,3,2,1,14,0.20824972129319955,0.1111111111111111,0.21348314606741572,0.7777777777777778,0.6,0.4,0.4827586206896552,32.19,LOW,High congestion
115,1,Pande layout pani tanki,21.176008450781254,79.05027958624689,2890,25,6,82,2,2,0,0,15,0.5308807134894091,0.6666666666666666,0.8089887640449438,0.1111111111111111,0.4,0.0,0.5172413793103449,51.59,MEDIUM,High pedestrian density
116,1,Gulmohar lawn,21.204575270822527,79.1204280172897,3045,60,4,26,9,0,5,1,20,0.5654403567447046,0.4444444444444444,0.1797752808988764,0.8888888888888888,0.0,1.0,0.6896551724137931,52.57,MEDIUM,High congestion
117,1,Rammandir swavalambi nagar,21.196440649227895,79.00069480345068,2911,69,6,36,9,5,4,0,29,0.5355629877369008,0.6666666666666666,0.29213483146067415,0.8888888888888888,1.0,0.8,1.0,67.43,MEDIUM,"High congestion, Unsafe speed pattern, Weather-related risk"
118,1,Survey nagar,21.122388407066325,79.05002487575368,1504,30,2,56,3,0,2,0,10,0.221850613154961,0.2222222222222222,0.5168539325842697,0.2222222222222222,0.0,0.4,0.3448275862068966,27.64,LOW,No major risk factors
119,2,Nelco society,21.207107079818798,79.05972530403864,520,15,5,11,4,1,5,0,25,0.002452619843924192,0.5555555555555556,0.011235955056179775,0.3333333333333333,0.2,1.0,0.8620689655172413,36.5,LOW,Unsafe speed pattern
120,1,Rpts road,21.16472106902988,79.08060934044069,906,59,2,72,8,3,0,0,19,0.08851727982162765,0.2222222222222222,0.6966292134831461,0.7777777777777778,0.6,0.0,0.6551724137931034,40.1,MEDIUM,High congestion
121,1,Jain mandir laxminagar,21.196892818619688,79.13797834246192,1514,69,3,71,9,5,2,0,29,0.22408026755852842,0.3333333333333333,0.6853932584269663,0.8888888888888888,1.0,0.4,1.0,55.1,MEDIUM,"High congestion, Unsafe speed pattern, Weather-related risk"
122,1,Radhey mamgalam gali,21.20753095599082,79.0519518991549,4931,67,6,28,3,5,1,0,27,0.9859531772575251,0.6666666666666666,0.20224719101123595,0.2222222222222222,1.0,0.2,0.9310344827586207,61.4,MEDIUM,"Heavy traffic volume, Unsafe speed pattern, Weather-related risk"
123,1,Ganesh mandir tatya tope nagar,21.138160416996627,79.05204298028444,2338,35,6,26,5,2,5,0,5,0.40780379041248604,0.6666666666666666,0.1797752808988764,0.4444444444444444,0.4,1.0,0.1724137931034483,46.24,MEDIUM,No major risk factors
124,1,Pratap nagar durga mandir,21.113206230943323,79.11062518721646,3688,44,5,78,8,3,0,0,4,0.7088071348940914,0.5555555555555556,0.7640449438202247,0.7777777777777778,0.6,0.0,0.13793103448275862,58.35,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density"
125,1,Aaji aajoba park,21.127352219505035,79.06783269113348,1214,27,4,48,3,1,2,0,13,0.15719063545150502,0.4444444444444444,0.42696629213483145,0.2222222222222222,0.2,0.4,0.4482758620689655,33.7,LOW,No major risk factors
126,1,Nit garden trimurti nagar,21.151252934635153,79.033690723441,4646,48,3,91,7,4,1,0,8,0.9224080267558529,0.3333333333333333,0.9101123595505618,0.6666666666666666,0.8,0.2,0.27586206896551724,59.86,MEDIUM,"Heavy traffic volume, High pedestrian density, Weather-related risk"
127,1,Opposite to C.P. Club,21.1981617719107,79.0678659274199,4354,18,1,80,8,0,1,0,22,0.8573021181716833,0.1111111111111111,0.7865168539325843,0.7777777777777778,0.0,0.2,0.7586206896551724,52.53,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density, Unsafe speed pattern"
128,1,Opposite to St.John School,21.20328766999076,79.02112855305697,4919,42,4,90,10,2,0,0,2,0.9832775919732442,0.4444444444444444,0.898876404494382,1.0,0.4,0.0,0.06896551724137931,64.17,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density"
129,1,Aakar Building Area,21.100834255663745,79.02645804797594,640,52,3,48,3,5,3,0,12,0.029208472686733555,0.3333333333333333,0.42696629213483145,0.2222222222222222,1.0,0.6,0.41379310344827586,32.46,LOW,Weather-related risk
130,1,L.I.C. Chowk,21.16128967630931,79.07475516591091,1463,45,4,45,2,4,4,0,5,0.21270903010033446,0.4444444444444444,0.39325842696629215,0.1111111111111111,0.8,0.8,0.1724137931034483,34.88,LOW,Weather-related risk
131,1,Gaddigodanm square,21.150089320377855,79.06283881742569,872,69,2,49,10,1,0,1,29,0.08093645484949832,0.2222222222222222,0.43820224719101125,1.0,0.2,0.0,1.0,40.86,MEDIUM,"High congestion, Unsafe speed pattern"
132,1,Meshram putla square,21.126652937256488,79.13722688516022,4135,41,2,54,7,3,1,1,1,0.8084726867335563,0.2222222222222222,0.4943820224719101,0.6666666666666666,0.6,0.2,0.034482758620689655,44.6,MEDIUM,Heavy traffic volume
133,1,Chhovani square,21.114383844080045,79.0543590848675,3041,19,4,13,9,0,1,0,21,0.5645484949832776,0.4444444444444444,0.033707865168539325,0.8888888888888888,0.0,0.2,0.7241379310344828,46.7,MEDIUM,"High congestion, Unsafe speed pattern"
134,2,V.C.A. chowk,21.140513820568437,79.0870882525417,4110,39,4,34,1,2,0,0,1,0.8028985507246377,0.4444444444444444,0.2696629213483146,0.0,0.4,0.0,0.034482758620689655,35.78,LOW,Heavy traffic volume
135,1,Punam chamber ahead,21.213149164469502,79.09483964318792,2192,17,1,78,3,5,3,0,23,0.37525083612040133,0.1111111111111111,0.7640449438202247,0.2222222222222222,1.0,0.6,0.7931034482758621,41.56,MEDIUM,"High pedestrian density, Unsafe speed pattern, Weather-related risk"
136,2,Pagalkhana square,21.138784351842492,79.00196416848824,605,47,2,39,5,5,4,1,7,0.02140468227424749,0.2222222222222222,0.3258426966292135,0.4444444444444444,1.0,0.8,0.2413793103448276,30.06,LOW,Weather-related risk
137,2,Hotel Ashoka Chowk,21.162254874609204,79.09953060580251,2181,18,4,85,3,4,2,0,22,0.37279821627647713,0.4444444444444444,0.8426966292134831,0.2222222222222222,0.8,0.4,0.7586206896551724,50.35,MEDIUM,"High pedestrian density, Unsafe speed pattern, Weather-related risk"
138,1,Durga Mata Mandir Chowk,21.18436227506742,79.02670539503046,4597,39,2,77,1,4,0,0,1,0.9114827201783724,0.2222222222222222,0.7528089887640449,0.0,0.8,0.0,0.034482758620689655,40.53,MEDIUM,"Heavy traffic volume, High pedestrian density, Weather-related risk"
139,1,Police Talao Chowk,21.143635552285517,79.14416054762042,4516,34,3,97,7,0,4,1,6,0.893422519509476,0.3333333333333333,0.9775280898876404,0.6666666666666666,0.0,0.8,0.20689655172413793,58.6,MEDIUM,"Heavy traffic volume, High pedestrian density"
140,2,Gondwana Chowk,21.216613849926517,79.02229940916297,3136,48,5,38,7,3,4,0,8,0.5857302118171683,0.5555555555555556,0.3146067415730337,0.6666666666666666,0.6,0.8,0.27586206896551724,52.86,MEDIUM,No major risk factors
141,1,Punam Chamber,21.215493675393056,79.06219361855905,2637,40,2,82,10,1,5,0,0,0.47447045707915275,0.2222222222222222,0.8089887640449438,1.0,0.2,1.0,0.0,49.29,MEDIUM,"High congestion, High pedestrian density"
142,2,Mohd. Rafi Chowk,21.130213875499045,79.0128024502118,3916,19,2,77,8,3,1,0,21,0.7596432552954292,0.2222222222222222,0.7528089887640449,0.7777777777777778,0.6,0.2,0.7241379310344828,56.06,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density, Unsafe speed pattern"
143,2,RaviBhavan Main Gate,21.159669820707087,79.14953113777689,4945,49,2,60,5,3,2,0,9,0.9890746934225195,0.2222222222222222,0.5617977528089888,0.4444444444444444,0.6,0.4,0.3103448275862069,49.65,MEDIUM,Heavy traffic volume
144,2,Futala Talao Road Ramgiri Banglow Chowk,21.136105397178014,79.07532925154969,4030,42,2,33,10,3,0,1,2,0.7850613154960981,0.2222222222222222,0.25842696629213485,1.0,0.6,0.0,0.06896551724137931,44.93,MEDIUM,"Heavy traffic volume, High congestion"
145,2,RajBhavan Rear Gate Chowk,21.134180859325298,79.089307752598,1786,43,4,23,5,0,1,1,3,0.28472686733556296,0.4444444444444444,0.14606741573033707,0.4444444444444444,0.0,0.2,0.10344827586206896,29.92,LOW,No major risk factors
146,2,Mangalwari Bazar Complex,21.104426433682544,79.01006147160827,3679,23,2,78,5,0,5,0,17,0.7068004459308808,0.2222222222222222,0.7640449438202247,0.4444444444444444,0.0,1.0,0.5862068965517241,49.79,MEDIUM,"Heavy traffic volume, High pedestrian density"
147,1,Sadar  Karachi  Galli  Residency  Road  Gandhi Chowk,21.17314772007759,79.11249407055988,4154,66,2,27,1,1,5,0,26,0.8127090301003345,0.2222222222222222,0.19101123595505617,0.0,0.2,1.0,0.896551724137931,40.75,MEDIUM,"Heavy traffic volume, Unsafe speed pattern"
148,1,Administrative  Building  No. 1 2 and District Compound Bazar,21.160321482787463,79.03148583896434,2859,52,3,51,10,3,1,0,12,0.5239687848383501,0.3333333333333333,0.4606741573033708,1.0,0.6,0.2,0.41379310344827586,50.53,MEDIUM,High congestion
149,2,In Front of Shriram Tower Parking,21.10617745015,79.1347081434161,944,64,2,66,5,0,3,0,24,0.09698996655518395,0.2222222222222222,0.6292134831460674,0.4444444444444444,0.0,0.6,0.8275862068965517,35.99,LOW,Unsafe speed pattern
150,1,In Front of Tahsil Office Gate,21.133437575708395,79.0307709460723,535,20,2,92,6,1,4,0,20,0.005797101449275362,0.2222222222222222,0.9213483146067416,0.5555555555555556,0.2,0.8,0.6896551724137931,40.83,MEDIUM,High pedestrian density
151,1,In front of Collector Office Gate,21.208991906316,79.02860315809956,1975,33,2,21,1,5,0,0,7,0.32686733556298775,0.2222222222222222,0.12359550561797752,0.0,1.0,0.0,0.2413793103448276,22.47,LOW,Weather-related risk
152,1,District Court Main Gate,21.12874742688004,79.00548245017721,4457,58,5,91,7,1,0,0,18,0.8802675585284281,0.5555555555555556,0.9101123595505618,0.6666666666666666,0.2,0.0,0.6206896551724138,65.13,MEDIUM,"Heavy traffic volume, High pedestrian density"
153,1,RajBhavan Sadar Bus Stand,21.117387384650947,79.0708100417665,2298,25,4,26,1,3,0,0,15,0.3988851727982163,0.4444444444444444,0.1797752808988764,0.0,0.6,0.0,0.5172413793103449,32.18,LOW,No major risk factors
154,1,In front of DCP Zone II Office,21.15873433123331,79.0847261699894,2345,16,4,39,2,2,1,0,24,0.40936454849498327,0.4444444444444444,0.3258426966292135,0.1111111111111111,0.4,0.2,0.8275862068965517,39.35,LOW,Unsafe speed pattern
155,1,Chhaoni Police Chowki T Point,21.218278054493272,79.00985629591425,1908,61,4,97,2,3,3,0,21,0.31192865105908585,0.4444444444444444,0.9775280898876404,0.1111111111111111,0.6,0.6,0.7241379310344828,49.14,MEDIUM,"High pedestrian density, Unsafe speed pattern"
156,1,MangalDeep Chowk T Point,21.12904663258138,79.11632914250426,2208,58,4,84,5,2,2,0,18,0.37881828316610927,0.4444444444444444,0.8314606741573034,0.4444444444444444,0.4,0.4,0.6206896551724138,50.26,MEDIUM,High pedestrian density
157,1,Hanuman Mandir sewa Banglow,21.180656265688707,79.0679933252122,3438,58,4,32,10,1,5,0,18,0.6530657748049052,0.4444444444444444,0.24719101123595505,1.0,0.2,1.0,0.6206896551724138,57.31,MEDIUM,High congestion
158,1,Liberty Talkies Chowk,21.19139435383945,79.07865854039913,1800,23,0,90,7,5,1,0,17,0.2878483835005574,0.0,0.898876404494382,0.6666666666666666,1.0,0.2,0.5862068965517241,41.1,MEDIUM,"High pedestrian density, Weather-related risk"
159,1,Dabha Area,21.12851650527909,79.06611441204073,1743,35,1,10,1,5,2,0,5,0.27513935340022294,0.1111111111111111,0.0,0.0,1.0,0.4,0.1724137931034483,17.56,LOW,Weather-related risk
160,1,C.P.W. colony,21.187385961833424,79.0601144591313,4476,38,4,88,10,0,5,0,2,0.8845039018952062,0.4444444444444444,0.8764044943820225,1.0,0.0,1.0,0.06896551724137931,64.86,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density"
161,1,Hazaripahad area,21.144133975926312,79.08394604969624,3597,48,1,41,1,5,5,0,8,0.6885172798216277,0.1111111111111111,0.34831460674157305,0.0,1.0,1.0,0.27586206896551724,35.09,LOW,Weather-related risk
162,2,Japani garden square,21.17587669967123,79.0232860368896,509,36,4,18,1,4,3,0,4,0.0,0.4444444444444444,0.0898876404494382,0.0,0.8,0.6,0.13793103448275862,23.06,LOW,Weather-related risk
163,2,Juna Katol Naka Square,21.17602356529131,79.02728921957429,2925,17,1,24,6,1,4,0,23,0.5386845039018952,0.1111111111111111,0.15730337078651685,0.5555555555555556,0.2,0.8,0.7931034482758621,37.73,LOW,Unsafe speed pattern
164,1,Gorewada square,21.16429296208897,79.12926784315202,2160,26,2,37,2,0,0,0,14,0.3681159420289855,0.2222222222222222,0.30337078651685395,0.1111111111111111,0.0,0.0,0.4827586206896552,25.07,LOW,No major risk factors
165,1,Dabha square,21.11083477240653,79.14191731932004,3131,42,2,33,1,5,2,1,2,0.5846153846153846,0.2222222222222222,0.25842696629213485,0.0,1.0,0.4,0.06896551724137931,29.93,LOW,Weather-related risk
166,1,Awasthi nagar T point,21.20023629947071,79.05599639744196,1572,44,1,69,6,1,1,0,4,0.23701226309921963,0.1111111111111111,0.6629213483146067,0.5555555555555556,0.2,0.2,0.13793103448275862,29.73,LOW,No major risk factors
167,1,Seminary Hills Near Balodyan vihar,21.138493607796608,79.04061170097154,3725,40,4,44,2,3,2,0,0,0.717056856187291,0.4444444444444444,0.38202247191011235,0.1111111111111111,0.6,0.4,0.0,40.07,MEDIUM,Heavy traffic volume
168,1,T.V. Tower Chowk,21.122382221247985,79.09659993148585,1816,62,7,95,6,5,4,0,22,0.29141583054626535,0.7777777777777778,0.9550561797752809,0.5555555555555556,1.0,0.8,0.7586206896551724,68.41,MEDIUM,"High incident risk, High pedestrian density, Unsafe speed pattern, Weather-related risk"
169,1,Veternary college Chowk,21.104893016986573,79.06131012566472,4645,35,3,36,10,2,0,0,5,0.922185061315496,0.3333333333333333,0.29213483146067415,1.0,0.4,0.0,0.1724137931034483,51.55,MEDIUM,"Heavy traffic volume, High congestion"
170,1,In front of Botanical Garden,21.17090715318259,79.00380795334905,4183,42,4,92,8,1,2,0,2,0.8191750278706801,0.4444444444444444,0.9213483146067416,0.7777777777777778,0.2,0.4,0.06896551724137931,58.89,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density"
171,1,L.A.D. College Chowk,21.181307723421074,79.02342288960493,3773,40,5,85,2,0,4,0,0,0.7277591973244147,0.5555555555555556,0.8426966292134831,0.1111111111111111,0.0,0.8,0.0,49.53,MEDIUM,"Heavy traffic volume, High pedestrian density"
172,1,Near Telangkhedi Hanuman Mandir,21.101990539471345,79.10739583432711,645,47,3,29,9,3,1,0,7,0.03032329988851728,0.3333333333333333,0.21348314606741572,0.8888888888888888,0.6,0.2,0.2413793103448276,33.56,LOW,High congestion
173,1,Gittikhadan Chowk,21.161451166995914,79.09883859128652,3540,35,2,74,8,4,3,0,5,0.6758082497212932,0.2222222222222222,0.7191011235955056,0.7777777777777778,0.8,0.6,0.1724137931034483,51.36,MEDIUM,"High congestion, High pedestrian density, Weather-related risk"
174,1,K.T.Nagar Katol Road,21.127179493023753,79.00406439887553,1962,49,3,94,10,3,5,0,9,0.32396878483835007,0.3333333333333333,0.9438202247191011,1.0,0.6,1.0,0.3103448275862069,56.74,MEDIUM,"High congestion, High pedestrian density"
175,2,New Katol Naka Chowk,21.177420734849136,79.03329582428994,2084,66,2,58,1,5,1,0,26,0.3511705685618729,0.2222222222222222,0.5393258426966292,0.0,1.0,0.2,0.896551724137931,36.75,LOW,"Unsafe speed pattern, Weather-related risk"
176,1,Anant Nagar Chowk,21.1209239714806,79.03466121948821,982,48,2,10,7,2,0,1,8,0.10546265328874024,0.2222222222222222,0.0,0.6666666666666666,0.4,0.0,0.27586206896551724,23.53,LOW,No major risk factors
177,1,Borgaon Chowk,21.1829125285723,79.1007839115398,3679,55,4,19,10,3,5,0,15,0.7068004459308808,0.4444444444444444,0.10112359550561797,1.0,0.6,1.0,0.5172413793103449,57.16,MEDIUM,"Heavy traffic volume, High congestion"
178,2,Awasthi Nagar Chowk,21.146408241556067,79.00295658066315,1749,65,1,56,6,4,1,1,25,0.27647714604236345,0.1111111111111111,0.5168539325842697,0.5555555555555556,0.8,0.2,0.8620689655172413,38.57,LOW,"Unsafe speed pattern, Weather-related risk"
179,1,Friends colony Chowk,21.212407598648408,79.01561628729769,1130,61,5,68,6,0,1,1,21,0.13846153846153847,0.5555555555555556,0.651685393258427,0.5555555555555556,0.0,0.2,0.7241379310344828,45.79,MEDIUM,Unsafe speed pattern
180,1,Kolkata railway line east area,21.116502513297522,79.11998741280598,1161,32,2,71,6,1,1,0,8,0.14537346711259755,0.2222222222222222,0.6853932584269663,0.5555555555555556,0.2,0.2,0.27586206896551724,32.95,LOW,No major risk factors
181,2,Kadbi chowk,21.14092796212603,79.02678169930815,4003,25,3,95,6,2,1,0,15,0.779041248606466,0.3333333333333333,0.9550561797752809,0.5555555555555556,0.4,0.2,0.5172413793103449,56.41,MEDIUM,"Heavy traffic volume, High pedestrian density"
182,2,kamal chowk,21.113616822548874,79.09791191617778,3352,37,6,27,10,4,5,0,3,0.6338907469342252,0.6666666666666666,0.19101123595505617,1.0,0.8,1.0,0.10344827586206896,60.58,MEDIUM,"High congestion, Weather-related risk"
183,1,Char Khamba Chowk,21.21096323419343,79.035727417157,2966,62,3,55,7,5,0,1,22,0.5478260869565217,0.3333333333333333,0.5056179775280899,0.6666666666666666,1.0,0.0,0.7586206896551724,51.13,MEDIUM,"Unsafe speed pattern, Weather-related risk"
184,2,Rani Dugawati Chowk,21.205280722405718,79.0149162089139,1487,36,3,41,3,5,4,1,4,0.2180602006688963,0.3333333333333333,0.34831460674157305,0.2222222222222222,1.0,0.8,0.13793103448275862,33.3,LOW,Weather-related risk
185,2,AwaleBabu Chowk,21.13095299532582,79.03647582864991,2046,31,7,36,6,5,2,0,9,0.3426978818283166,0.7777777777777778,0.29213483146067415,0.5555555555555556,1.0,0.4,0.3103448275862069,53.01,MEDIUM,"High incident risk, Weather-related risk"
186,1,Under Mehandibagh Over Brigde,21.179198085524103,79.10834003977835,1149,19,3,27,3,2,3,1,21,0.1426978818283166,0.3333333333333333,0.19101123595505617,0.2222222222222222,0.4,0.6,0.7241379310344828,31.29,LOW,Unsafe speed pattern
187,2,NIT Chowk Vaishali Nagar Cement Road,21.198066664024147,79.12835447021594,1468,58,1,48,7,3,2,0,18,0.21382385730211817,0.1111111111111111,0.42696629213483145,0.6666666666666666,0.6,0.4,0.6206896551724138,35.22,LOW,No major risk factors
188,2,Teka Naka chowk Kamthi Raod,21.16662409739194,79.12453297968504,3137,25,0,58,7,2,2,0,15,0.585953177257525,0.0,0.5393258426966292,0.6666666666666666,0.4,0.4,0.5172413793103449,38.98,LOW,No major risk factors
189,1,Motibagh Railway crossing Guard line Road,21.163558069402722,79.05957752944276,1600,44,3,91,8,5,3,1,4,0.24325529542920848,0.3333333333333333,0.9101123595505618,0.7777777777777778,1.0,0.6,0.13793103448275862,49.56,MEDIUM,"High congestion, High pedestrian density, Weather-related risk"
190,2,10 No. Pull Chowk Kamthi Road,21.129022274908056,79.1002127704856,940,29,1,53,2,4,5,1,11,0.09609810479375697,0.1111111111111111,0.48314606741573035,0.1111111111111111,0.8,1.0,0.3793103448275862,26.96,LOW,Weather-related risk
191,1,BuddhNagar Kalgidhar Gurudwara Turning Kamthi Road,21.11117233213671,79.03074764431237,1269,41,2,81,9,1,0,0,1,0.16945373467112598,0.2222222222222222,0.797752808988764,0.8888888888888888,0.2,0.0,0.034482758620689655,36.7,LOW,"High congestion, High pedestrian density"
192,1,Gamdur Bar Chowk kamthi Road,21.207665890954402,79.04397215953915,1843,49,1,63,5,1,3,1,9,0.29743589743589743,0.1111111111111111,0.5955056179775281,0.4444444444444444,0.2,0.6,0.3103448275862069,31.98,LOW,No major risk factors
193,1,Baba Buddhaji Nagar Gate Kamthi Road,21.2080501668596,79.13445037277816,4858,47,3,43,9,2,0,1,7,0.9696767001114828,0.3333333333333333,0.3707865168539326,0.8888888888888888,0.4,0.0,0.2413793103448276,52.7,MEDIUM,"Heavy traffic volume, High congestion"
194,1,Chirag Ali Chowk New Wasti Teka,21.175972174872793,79.00195028852661,4229,34,1,80,10,5,5,1,6,0.8294314381270903,0.1111111111111111,0.7865168539325843,1.0,1.0,1.0,0.20689655172413793,58.79,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density, Weather-related risk"
195,1,Mulchand  Saoji Bhojanalaya  Turning  Mehendi bagh Road,21.140683574925845,79.01282627962817,4406,30,2,45,5,0,2,1,10,0.8688963210702341,0.2222222222222222,0.39325842696629215,0.4444444444444444,0.0,0.4,0.3448275862068966,42.06,MEDIUM,Heavy traffic volume
196,1,Chakna Chowk Mehendibagh Road,21.14190514895352,79.03118293827191,2077,48,4,27,7,2,0,1,8,0.34960981047937567,0.4444444444444444,0.19101123595505617,0.6666666666666666,0.4,0.0,0.27586206896551724,37.95,LOW,No major risk factors
197,1,Naik Talao Near Tadi Shop,21.18711468146443,79.00397983058107,4508,16,3,47,9,5,5,0,24,0.8916387959866221,0.3333333333333333,0.4157303370786517,0.8888888888888888,1.0,1.0,0.8275862068965517,65.68,MEDIUM,"Heavy traffic volume, High congestion, Unsafe speed pattern, Weather-related risk"
198,1,Prakash Pan Mandir Chowk Tandapeth,21.20765323119431,79.02721531526348,3851,49,4,68,4,3,5,1,9,0.7451505016722408,0.4444444444444444,0.651685393258427,0.3333333333333333,0.6,1.0,0.3103448275862069,54.12,MEDIUM,Heavy traffic volume
199,1,Laldarwaja Chowk Railway Gate,21.206450370911817,79.08745623414545,2849,54,2,18,2,1,4,0,14,0.5217391304347826,0.2222222222222222,0.0898876404494382,0.1111111111111111,0.2,0.8,0.4827586206896552,29.94,LOW,No major risk factors
200,1,Pachpaoli Over Brige Nandgiri Road T Point,21.193585065502916,79.06321368258888,4102,42,2,82,9,1,3,1,2,0.8011148272017837,0.2222222222222222,0.8089887640449438,0.8888888888888888,0.2,0.6,0.06896551724137931,52.85,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density"
201,1,Dr. Ambedkar Garden Vaishali Nagar,21.177043797538516,79.13390075666155,1741,61,3,81,2,1,4,0,21,0.27469342251950946,0.3333333333333333,0.797752808988764,0.1111111111111111,0.2,0.8,0.7241379310344828,41.37,MEDIUM,"High pedestrian density, Unsafe speed pattern"
202,1,Asinagar Chowk,21.110096795799407,79.12261653426077,1625,53,1,60,3,0,2,0,13,0.24882943143812708,0.1111111111111111,0.5617977528089888,0.2222222222222222,0.0,0.4,0.4482758620689655,26.55,LOW,No major risk factors
203,2,Ashoknagar Chowk,21.119395445691357,79.05127260275468,3101,20,2,44,10,5,3,0,20,0.5779264214046823,0.2222222222222222,0.38202247191011235,1.0,1.0,0.6,0.6896551724137931,53.85,MEDIUM,"High congestion, Weather-related risk"
204,1,Chambhar Nala Turning,21.207826502623252,79.0389135150147,1690,23,4,91,2,5,2,0,17,0.2633221850613155,0.4444444444444444,0.9101123595505618,0.1111111111111111,1.0,0.4,0.5862068965517241,46.78,MEDIUM,"High pedestrian density, Weather-related risk"
205,2,Toward Thakkargram Road,21.172771487159153,79.0569538612251,4631,34,6,14,3,5,4,0,6,0.9190635451505017,0.6666666666666666,0.0449438202247191,0.2222222222222222,1.0,0.8,0.20689655172413793,53.46,MEDIUM,"Heavy traffic volume, Weather-related risk"
206,1,Front side of Sindhu College,21.101103646193998,79.08854424137722,4948,15,4,23,6,5,5,1,25,0.9897435897435898,0.4444444444444444,0.14606741573033707,0.5555555555555556,1.0,1.0,0.8620689655172413,62.27,MEDIUM,"Heavy traffic volume, Unsafe speed pattern, Weather-related risk"
207,1,Buddha Chowk Ara Machine Road,21.112176585143924,79.04020954612344,572,22,1,39,3,0,2,1,18,0.014046822742474917,0.1111111111111111,0.3258426966292135,0.2222222222222222,0.0,0.4,0.6206896551724138,20.04,LOW,No major risk factors
208,1,Khasada vasti,21.179620212292967,79.09362233617738,2414,69,4,13,10,4,3,0,29,0.42474916387959866,0.4444444444444444,0.033707865168539325,1.0,0.8,0.6,1.0,54.33,MEDIUM,"High congestion, Unsafe speed pattern, Weather-related risk"
209,1,Samta nagar area,21.100607390061548,79.06141174782869,2972,37,4,48,8,2,3,1,3,0.5491638795986622,0.4444444444444444,0.42696629213483145,0.7777777777777778,0.4,0.6,0.10344827586206896,48.42,MEDIUM,High congestion
210,1,Near Paramid city,21.1192969661701,79.0828070771278,3546,17,1,93,6,2,2,1,23,0.6771460423634337,0.1111111111111111,0.9325842696629213,0.5555555555555556,0.4,0.4,0.7931034482758621,51.13,MEDIUM,"High pedestrian density, Unsafe speed pattern"
211,1,Railway line on D.I. road,21.16584805472399,79.06541897937029,1207,18,5,73,7,5,3,0,22,0.1556298773690078,0.5555555555555556,0.7078651685393258,0.6666666666666666,1.0,0.6,0.7586206896551724,55.98,MEDIUM,"High pedestrian density, Unsafe speed pattern, Weather-related risk"
212,2,Indora chowk,21.183027423723125,79.04416986393129,2304,39,2,34,1,3,5,0,1,0.40022296544035674,0.2222222222222222,0.2696629213483146,0.0,0.6,1.0,0.034482758620689655,27.06,LOW,No major risk factors
213,1,Jaripatka chowk,21.178235351140312,79.14226799604432,4213,61,1,37,3,1,5,1,21,0.8258639910813824,0.1111111111111111,0.30337078651685395,0.2222222222222222,0.2,1.0,0.7241379310344828,40.98,MEDIUM,"Heavy traffic volume, Unsafe speed pattern"
214,1,Barakholi Chowk,21.126912317135268,79.11454086912397,3064,52,4,85,3,0,3,0,12,0.5696767001114827,0.4444444444444444,0.8426966292134831,0.2222222222222222,0.0,0.6,0.41379310344827586,47.84,MEDIUM,High pedestrian density
215,1,Bhim Chowk,21.185461506561705,79.02101697636496,2975,29,3,75,2,3,2,1,11,0.5498327759197325,0.3333333333333333,0.7303370786516854,0.1111111111111111,0.6,0.4,0.3793103448275862,42.41,MEDIUM,High pedestrian density
